,sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,priors_count.1,two_year_recid
486,0,24,0,0,0,1,6,0,6,1
487,1,21,0,0,0,4,2,1,2,1
488,1,26,1,0,0,0,2,1,2,0
489,1,50,1,0,0,0,5,0,5,1
490,1,26,1,0,0,0,1,0,1,0
491,0,30,0,0,0,0,0,1,0,0
492,1,29,0,0,0,0,6,0,6,1
493,1,29,0,0,0,0,0,1,0,1
494,1,54,1,0,0,0,0,1,0,0
495,1,29,1,0,0,0,4,0,4,1
496,0,59,0,0,0,0,0,1,0,0
497,1,38,1,0,0,0,0,0,0,0
498,0,22,1,0,0,0,2,0,2,1
499,1,29,1,0,0,0,4,0,4,1
500,1,27,0,0,0,0,1,1,1,1
501,1,26,1,0,0,0,7,0,7,1
502,1,52,1,0,0,0,20,0,20,0
503,1,66,1,0,0,0,33,0,33,1
504,1,27,0,0,0,0,2,0,2,0
505,1,51,0,0,0,0,1,1,1,0
506,1,35,0,0,0,0,1,0,1,0
507,1,26,1,0,0,0,1,0,1,0
508,1,52,0,0,0,0,4,1,4,0
509,0,35,1,0,0,0,12,1,12,0
510,1,48,1,0,0,0,12,0,12,0
511,0,26,1,0,0,0,0,1,0,0
512,0,48,0,0,0,0,0,1,0,0
513,1,30,1,0,0,0,7,1,7,0
514,1,28,1,0,0,0,2,1,2,0
515,1,33,1,0,0,0,2,1,2,0
516,0,34,1,0,0,0,6,0,6,0
517,1,25,1,0,0,0,0,1,0,0
518,1,59,1,0,0,0,10,0,10,1
519,1,29,1,0,0,0,5,0,5,1
520,1,24,0,0,0,0,0,0,0,0
521,1,48,0,0,0,0,1,0,1,1
522,1,55,1,0,0,0,0,1,0,1
523,1,52,1,0,0,0,4,1,4,0
524,1,20,1,0,0,0,0,0,0,1
525,1,25,0,0,0,0,4,0,4,1
526,1,24,0,0,0,0,0,0,0,0
527,1,23,0,0,0,0,0,1,0,0
528,1,27,0,0,1,3,6,0,6,0
529,1,25,1,0,1,0,1,1,1,1
530,1,31,1,0,0,0,0,0,0,0
531,1,25,1,0,1,0,6,0,6,1
532,1,32,0,0,0,0,1,0,1,1
533,1,21,0,0,0,0,0,0,0,1
534,1,37,1,0,0,0,1,0,1,0
535,1,25,0,0,0,0,0,0,0,0
536,1,32,1,1,1,0,20,0,20,0
537,1,35,1,0,0,0,0,0,0,0
538,1,42,1,0,0,0,14,0,14,1
539,1,24,0,0,0,1,9,1,9,1
540,1,22,0,1,0,4,6,0,6,1
541,1,21,1,0,0,0,0,0,0,1
542,1,47,0,0,0,0,1,1,1,0
543,1,27,1,0,0,0,5,0,5,1
544,1,43,1,0,0,0,2,1,2,1
545,1,46,0,0,0,0,2,0,2,1
546,1,44,1,0,0,0,1,1,1,0
547,1,27,1,0,0,0,0,0,0,0
548,1,23,0,0,0,0,2,0,2,0
549,0,50,1,0,0,0,1,0,1,0
550,1,42,1,0,0,0,8,0,8,0
551,1,58,1,0,0,0,6,0,6,0
552,1,26,1,0,0,1,3,0,3,0
553,0,48,1,0,0,0,0,0,0,0
554,1,39,1,0,0,0,3,0,3,1
555,1,21,1,0,2,0,3,0,3,1
556,1,63,0,0,0,0,1,1,1,0
557,1,22,1,0,1,0,3,0,3,1
558,1,50,1,0,0,0,3,1,3,0
559,1,38,1,0,0,0,0,0,0,0
560,1,41,0,0,0,0,1,0,1,0
561,1,28,1,8,0,1,16,0,16,1
562,0,30,1,0,0,0,0,1,0,0
563,1,23,1,0,0,0,1,0,1,0
564,1,25,0,0,0,0,2,0,2,1
565,1,40,0,0,0,0,5,0,5,0
566,1,24,1,0,0,0,8,0,8,0
567,1,27,1,0,0,0,5,1,5,1
568,1,44,0,0,0,0,11,1,11,0
569,0,35,1,0,0,0,6,0,6,1
570,1,42,0,0,0,0,0,1,0,0
571,1,38,1,0,0,0,15,0,15,0
572,1,26,1,0,0,0,4,0,4,0
573,0,25,1,0,0,0,0,1,0,0
574,1,24,0,0,0,0,1,0,1,0
575,1,64,1,0,0,0,1,0,1,0
576,0,49,0,0,0,0,2,1,2,1
577,1,50,0,0,0,0,5,0,5,1
578,1,28,0,0,0,0,8,0,8,1
579,1,66,0,0,0,0,0,1,0,1
580,0,46,0,0,0,0,0,1,0,0
581,1,30,1,0,0,1,5,0,5,1
582,0,22,0,0,0,0,0,1,0,0
583,1,23,0,0,0,0,1,1,1,0
584,1,30,1,0,0,0,0,1,0,1
585,1,24,1,1,0,0,10,0,10,1
586,1,31,1,0,0,0,0,1,0,0
587,1,31,1,0,0,0,1,0,1,0
588,1,21,1,4,0,0,4,0,4,1
589,1,28,1,0,0,0,4,0,4,0
590,1,25,1,0,0,0,0,1,0,0
591,0,21,0,0,0,0,0,0,0,0
592,1,27,1,0,0,0,0,1,0,0
593,1,20,1,0,0,0,0,1,0,1
594,1,32,1,0,0,0,1,0,1,0
595,0,24,0,0,0,1,0,0,0,0
596,1,20,1,1,0,0,1,0,1,0
597,1,31,1,0,0,0,3,1,3,1
598,1,27,1,0,0,0,3,1,3,1
599,1,59,1,0,0,0,17,0,17,1
600,1,40,1,0,0,0,0,0,0,0
601,1,22,1,0,0,0,11,0,11,1
602,0,38,1,0,0,0,1,0,1,0
603,1,36,1,0,0,0,1,1,1,1
604,1,30,1,0,0,0,1,1,1,0
605,1,27,0,0,0,0,6,0,6,1
606,1,43,1,0,0,0,1,1,1,0
607,0,59,0,0,0,0,0,1,0,0
608,1,37,0,0,0,0,2,1,2,0
609,1,28,1,0,0,0,5,1,5,1
610,1,38,0,0,0,0,0,0,0,0
611,1,22,1,0,0,1,0,0,0,1
612,1,43,1,0,0,0,1,1,1,0
613,1,25,1,0,0,0,4,0,4,1
614,1,51,0,0,0,0,0,1,0,0
615,1,30,1,0,0,0,6,0,6,1
616,1,29,0,0,0,0,2,1,2,1
617,1,28,1,0,0,0,10,0,10,0
618,1,26,1,0,0,0,6,1,6,0
619,1,55,1,0,0,0,9,1,9,1
620,0,23,0,0,0,0,3,0,3,0
621,0,22,1,0,0,0,0,1,0,0
622,0,19,0,0,0,0,2,0,2,1
623,1,31,1,0,0,0,1,1,1,0
624,1,29,1,0,0,0,0,1,0,0
625,1,61,1,0,0,0,15,0,15,1
626,1,24,1,0,0,0,4,0,4,1
627,1,31,1,0,0,0,0,1,0,0
628,1,20,1,0,1,1,4,0,4,1
629,1,26,0,0,0,0,3,0,3,1
630,1,27,0,0,0,0,5,1,5,0
631,1,25,0,0,0,0,1,0,1,0
632,1,23,0,0,2,0,3,0,3,1
633,1,38,1,0,0,0,0,0,0,0
634,1,27,1,0,2,1,18,0,18,1
635,0,35,0,0,0,0,0,0,0,1
636,1,22,1,0,0,0,0,0,0,0
637,0,58,1,0,0,0,4,0,4,1
638,0,57,0,0,0,0,0,1,0,1
639,1,21,1,0,0,1,0,0,0,0
640,0,22,1,0,0,0,0,0,0,0
641,1,30,1,0,0,0,0,0,0,0
642,1,24,0,0,0,0,1,0,1,1
643,1,22,0,0,0,0,2,0,2,1
644,1,29,0,0,0,0,3,0,3,1
645,1,30,1,0,0,0,8,0,8,1
646,0,31,1,0,0,0,10,0,10,0
647,0,45,0,0,0,0,1,0,1,0
648,1,23,1,0,0,0,4,0,4,0
649,1,39,0,0,0,0,2,0,2,1
650,1,31,1,0,0,0,0,0,0,1
651,1,22,1,0,0,0,1,0,1,1
652,0,27,1,0,0,0,9,0,9,1
653,1,27,1,0,0,0,13,0,13,1
654,1,38,0,0,0,0,1,0,1,1
655,1,31,1,0,0,0,23,0,23,1
656,1,47,1,0,0,0,20,0,20,0
657,1,22,1,0,1,0,3,0,3,0
658,1,35,1,0,0,1,1,1,1,1
659,1,23,1,0,0,0,2,1,2,1
660,1,65,1,0,0,0,2,1,2,1
661,1,35,1,0,0,0,0,1,0,0
662,0,33,1,0,0,0,0,0,0,0
663,1,53,0,0,0,0,1,1,1,0
664,1,52,1,0,0,0,0,0,0,0
665,1,21,1,0,0,0,0,0,0,0
666,1,37,1,0,0,0,11,0,11,0
667,1,30,1,0,0,0,4,1,4,1
668,1,33,0,0,0,0,5,0,5,0
669,1,31,1,0,0,0,2,1,2,0
670,1,54,1,0,0,0,0,0,0,0
671,0,31,1,0,0,0,0,1,0,0
672,0,59,0,0,0,0,2,0,2,0
673,1,27,1,0,0,0,0,1,0,0
674,1,36,1,0,0,0,0,1,0,1
675,1,46,1,0,0,0,17,0,17,1
676,1,22,1,0,0,1,3,0,3,0
677,0,28,0,0,0,0,0,1,0,0
678,0,34,0,0,0,1,15,0,15,1
679,1,29,1,0,0,0,7,0,7,1
680,1,23,1,0,0,1,2,1,2,1
681,1,27,1,0,0,0,3,0,3,0
682,1,21,1,0,0,1,0,0,0,1
683,1,48,0,0,0,0,3,0,3,1
684,1,30,1,0,0,0,15,0,15,1
685,0,32,1,0,0,0,2,0,2,0
686,1,31,1,0,0,0,5,0,5,0
687,1,36,1,0,1,0,4,1,4,0
688,1,36,1,0,0,0,1,1,1,0
689,1,44,1,0,0,0,14,0,14,1
690,1,53,0,0,0,0,2,0,2,0
691,1,33,1,0,0,0,3,1,3,1
692,1,21,1,1,0,0,2,0,2,0
693,1,33,1,0,0,0,4,0,4,1
694,1,47,0,0,0,0,2,0,2,1
695,1,57,1,0,0,0,20,0,20,1
696,1,28,1,0,0,0,2,1,2,0
697,1,24,1,0,0,0,1,1,1,0
698,1,44,1,0,0,0,1,0,1,0
699,1,46,1,0,0,0,0,0,0,0
700,1,37,1,0,0,0,6,0,6,0
701,1,26,1,0,0,0,10,1,10,1
702,1,27,1,0,1,0,10,0,10,1
703,1,40,0,0,0,0,1,0,1,0
704,0,60,0,0,0,0,9,0,9,1
705,1,53,0,0,0,0,1,0,1,0
706,1,26,1,0,1,0,8,0,8,0
707,1,28,1,0,0,0,0,0,0,0
708,1,23,1,0,0,0,0,1,0,0
709,0,46,0,0,0,0,2,0,2,0
710,1,23,1,0,0,0,0,0,0,1
711,1,37,1,0,0,0,5,0,5,1
712,1,44,1,0,0,1,1,1,1,0
713,1,50,1,0,0,0,18,0,18,1
714,1,45,1,0,0,0,0,1,0,0
715,1,22,1,0,0,0,1,0,1,0
716,1,26,0,0,0,0,1,0,1,1
717,1,62,0,0,0,0,0,0,0,0
718,1,34,0,0,0,0,0,1,0,1
719,1,24,1,0,0,0,1,0,1,0
720,1,21,0,0,0,0,0,1,0,0
721,1,25,0,0,0,0,0,0,0,1
722,1,68,0,0,0,0,0,1,0,0
723,1,41,0,0,0,0,2,1,2,0
724,1,21,0,0,0,0,1,0,1,0
725,0,37,1,0,0,0,1,0,1,0
726,1,22,1,0,0,0,0,0,0,0
727,1,38,0,0,0,0,11,0,11,1
728,1,42,0,0,0,0,1,0,1,0
729,1,22,0,0,1,1,1,0,1,1
730,1,45,1,0,0,0,0,0,0,1
731,0,36,1,0,0,0,4,0,4,1
732,1,48,1,0,0,0,2,0,2,0
733,0,45,0,0,0,0,1,0,1,0
734,1,23,1,0,0,1,6,0,6,1
735,1,24,1,0,0,0,0,0,0,0
736,1,29,1,0,0,0,0,0,0,0
737,1,24,1,0,0,0,0,0,0,0
738,1,50,1,0,0,0,11,0,11,0
739,1,34,1,0,1,0,10,0,10,1
740,1,23,1,0,0,0,0,0,0,0
741,0,22,0,0,0,0,0,1,0,0
742,1,36,1,0,0,0,0,0,0,0
743,1,30,0,0,0,0,22,0,22,1
744,1,21,1,0,0,0,0,0,0,1
745,0,53,0,0,0,0,0,0,0,0
746,1,24,0,0,0,0,1,0,1,0
747,1,25,1,0,1,1,7,1,7,1
748,0,25,1,0,0,0,1,1,1,0
749,1,71,1,0,0,0,8,0,8,0
750,1,39,1,0,4,0,10,1,10,0
751,0,37,1,0,0,0,0,0,0,0
752,1,20,1,0,0,2,0,0,0,1
753,0,29,1,0,0,0,3,0,3,0
754,1,22,1,0,0,0,2,0,2,1
755,1,26,1,0,0,0,4,0,4,1
756,1,35,1,0,0,0,5,0,5,0
757,0,47,1,0,0,0,19,0,19,1
758,1,21,1,0,0,0,1,0,1,1
759,0,23,1,0,0,0,0,1,0,0
760,0,20,0,0,0,0,1,0,1,1
761,0,23,1,0,0,0,0,0,0,0
762,1,27,1,0,0,0,3,1,3,0
763,1,55,0,0,0,0,18,0,18,1
764,0,53,1,0,0,0,0,0,0,0
765,0,23,1,0,0,0,0,0,0,0
766,1,26,1,0,0,1,5,0,5,1
767,1,25,1,0,0,0,6,0,6,0
768,1,23,1,0,0,0,2,1,2,0
769,1,27,1,0,0,0,4,0,4,1
770,1,26,1,0,0,0,2,1,2,0
771,1,29,1,0,0,0,1,1,1,0
772,1,27,1,0,0,0,1,0,1,1
773,1,28,1,0,0,0,0,0,0,0
774,1,31,1,0,0,0,0,1,0,0
775,1,41,1,0,0,0,8,0,8,1
776,1,25,0,0,0,0,0,1,0,0
777,1,47,0,0,0,0,0,1,0,0
778,1,37,1,0,0,0,4,0,4,0
779,0,35,1,0,0,0,4,0,4,0
780,1,24,0,0,0,0,1,1,1,1
781,1,21,0,0,2,1,2,0,2,1
782,1,22,0,0,0,0,0,0,0,1
783,1,57,1,0,0,0,11,0,11,0
784,1,48,0,0,0,0,0,0,0,0
785,1,36,1,0,0,0,0,0,0,0
786,0,37,1,0,0,0,3,0,3,0
787,1,31,0,0,0,0,0,1,0,0
788,1,22,1,0,1,0,1,0,1,1
789,1,31,0,0,0,0,2,1,2,0
790,1,24,1,0,0,0,0,0,0,1
791,1,32,1,0,0,1,22,0,22,1
792,0,23,1,0,0,0,0,1,0,0
793,1,63,1,0,0,0,0,1,0,0
794,1,30,1,0,0,0,0,0,0,0
795,1,26,0,0,0,0,2,0,2,1
796,1,48,0,0,0,0,2,1,2,0
797,1,20,0,0,0,2,0,0,0,0
798,0,24,1,0,0,0,1,1,1,1
799,0,36,1,0,0,0,1,1,1,0
800,1,83,1,0,0,0,0,1,0,0
801,1,28,0,0,0,0,2,0,2,0
802,1,36,1,0,0,0,3,0,3,1
803,0,33,1,0,0,0,0,1,0,0
804,1,39,1,0,0,0,0,0,0,0
805,1,29,1,0,0,0,3,1,3,0
806,1,30,1,0,0,0,17,0,17,1
807,0,19,0,1,1,0,1,1,1,1
808,1,24,1,0,0,0,1,0,1,1
809,1,36,1,0,0,0,11,0,11,0
810,0,29,0,0,0,0,1,0,1,0
811,1,35,1,0,0,0,7,0,7,0
812,1,24,1,0,0,1,0,0,0,0
813,1,26,0,0,0,0,0,1,0,0
814,1,26,0,0,0,0,8,0,8,0
815,1,52,1,0,0,0,7,1,7,0
816,1,28,1,0,0,0,14,0,14,1
817,1,32,1,0,0,0,0,1,0,0
818,0,32,0,0,0,0,1,1,1,1
819,1,33,1,0,0,0,5,1,5,1
820,1,29,1,0,1,0,16,0,16,0
821,1,34,0,0,0,0,1,1,1,1
822,0,37,1,0,0,0,0,1,0,1
823,1,43,0,0,0,0,0,1,0,0
824,1,47,0,0,0,0,2,0,2,0
825,1,25,1,0,0,0,3,1,3,1
826,0,23,1,0,0,0,1,0,1,0
827,1,39,0,0,0,0,2,1,2,0
828,1,35,1,0,0,0,13,0,13,1
829,1,33,1,0,0,0,0,0,0,0
830,1,21,1,0,0,0,0,0,0,1
831,1,43,1,1,0,0,20,0,20,0
832,1,25,1,0,1,1,3,0,3,1
833,1,48,1,1,0,0,25,0,25,1
834,1,22,1,0,0,1,1,1,1,1
835,1,52,1,1,0,0,9,1,9,1
836,1,26,0,0,0,0,5,0,5,1
837,1,67,1,0,0,0,4,1,4,1
838,1,34,1,0,0,0,4,1,4,0
839,1,56,0,0,0,0,4,1,4,0
840,1,28,1,0,0,0,1,0,1,1
841,1,29,1,0,0,0,2,1,2,0
842,0,24,1,0,0,0,0,1,0,1
843,1,37,1,0,0,0,6,0,6,1
844,1,43,1,0,0,0,3,0,3,0
845,1,51,0,0,0,0,0,0,0,0
846,1,20,1,0,0,1,1,1,1,1
847,1,26,0,0,0,0,4,1,4,1
848,0,39,0,0,0,0,1,1,1,1
849,1,21,1,0,0,1,1,0,1,0
850,1,21,1,0,1,1,1,0,1,1
851,1,24,0,0,2,0,3,0,3,1
852,1,26,1,0,1,0,4,1,4,1
853,1,48,0,0,0,0,1,0,1,0
854,1,24,1,0,1,0,5,0,5,1
855,1,26,0,0,0,0,0,0,0,0
856,1,46,0,0,0,0,0,0,0,0
857,0,30,1,0,0,0,1,1,1,0
858,1,24,1,0,1,1,7,1,7,0
859,0,21,0,0,0,0,0,1,0,0
860,1,24,1,0,0,0,1,0,1,1
861,1,30,1,0,0,0,1,0,1,0
862,1,36,1,0,0,0,9,1,9,0
863,1,30,1,0,0,0,5,0,5,1
864,0,22,0,0,0,0,1,0,1,0
865,1,25,1,0,0,0,0,0,0,1
866,1,31,1,0,3,0,25,1,25,1
867,1,24,1,0,0,0,0,0,0,0
868,1,39,1,0,0,0,13,0,13,1
869,1,46,1,0,0,0,0,0,0,0
870,1,48,1,0,0,0,5,1,5,1
871,0,30,1,0,0,0,4,0,4,0
872,1,40,0,0,0,0,0,0,0,0
873,0,52,1,0,0,0,0,0,0,0
874,1,23,1,1,0,1,3,0,3,0
875,0,26,1,0,0,0,1,1,1,0
876,1,22,0,0,1,0,1,0,1,1
877,1,42,0,0,0,0,3,0,3,0
878,1,23,1,0,3,1,6,0,6,1
879,1,33,1,0,0,0,4,0,4,1
880,1,28,1,0,0,0,1,0,1,0
881,0,37,0,0,0,0,4,1,4,0
882,1,50,0,0,0,0,1,0,1,0
883,1,38,1,0,0,1,25,1,25,1
884,1,32,1,0,0,0,1,0,1,0
885,1,24,1,0,0,0,3,0,3,1
886,1,51,1,0,0,0,3,0,3,0
887,1,19,0,0,0,0,1,1,1,1
888,1,32,1,0,0,0,4,0,4,0
889,0,31,0,0,0,0,1,0,1,1
890,0,29,1,0,0,0,1,0,1,0
891,1,43,1,0,0,0,0,1,0,0
892,1,26,1,0,0,0,9,0,9,1
893,1,27,0,0,0,0,0,0,0,1
894,1,52,0,0,0,0,1,0,1,1
895,1,27,1,0,0,0,1,1,1,0
896,0,57,1,0,0,0,1,1,1,0
897,1,28,1,0,0,0,3,1,3,1
898,1,32,1,0,0,0,3,0,3,1
899,1,27,1,0,0,0,5,1,5,1
900,1,45,1,0,0,0,0,1,0,1
901,0,42,0,0,0,0,0,1,0,0
902,1,33,1,0,0,0,0,0,0,1
903,1,26,0,0,0,0,4,1,4,0
904,0,28,0,0,0,1,3,1,3,0
905,0,53,0,0,0,0,0,1,0,0
906,1,24,0,0,0,0,0,0,0,0
907,1,28,1,0,0,0,1,0,1,0
908,1,28,1,0,0,0,1,0,1,0
909,1,39,1,0,0,1,6,1,6,1
910,1,22,1,0,0,0,1,0,1,1
911,1,46,1,0,0,0,2,0,2,1
912,1,25,1,0,0,0,0,1,0,0
913,1,52,0,0,0,0,1,0,1,0
914,1,28,1,0,0,0,4,1,4,1
915,0,57,0,0,0,0,1,0,1,1
916,1,49,1,0,0,0,3,0,3,1
917,1,21,1,0,0,0,2,0,2,1
918,1,32,1,0,0,0,19,0,19,1
919,1,63,1,0,0,0,3,1,3,0
920,1,29,0,0,0,0,2,0,2,0
921,1,46,1,0,0,0,0,1,0,0
922,1,23,1,0,0,0,5,0,5,1
923,1,28,1,0,0,0,10,1,10,1
924,1,27,1,0,0,0,1,0,1,0
925,0,69,1,0,0,0,0,1,0,0
926,1,47,1,0,0,0,0,1,0,0
927,1,45,1,0,0,0,1,0,1,0
928,0,33,0,0,0,0,1,1,1,0
929,0,27,1,0,0,0,0,1,0,1
930,1,47,0,0,0,0,4,0,4,1
931,1,32,1,0,0,0,14,0,14,1
932,1,24,1,0,0,0,2,0,2,0
933,1,26,1,0,0,0,5,0,5,1
934,1,47,1,0,0,0,0,1,0,0
935,1,25,0,0,0,0,1,0,1,0
936,1,21,1,0,0,0,1,0,1,0
937,1,25,1,0,0,0,2,1,2,1
938,1,22,1,1,1,0,6,0,6,1
939,0,26,0,0,0,0,0,0,0,0
940,1,20,0,0,0,0,0,0,0,0
941,1,30,1,0,0,0,1,1,1,1
942,1,45,1,0,0,0,0,0,0,1
943,1,33,1,0,0,0,7,0,7,1
944,1,35,0,0,0,0,2,0,2,0
945,1,41,0,0,0,0,5,0,5,0
946,1,23,0,0,0,0,0,1,0,0
947,0,21,0,0,1,0,0,1,0,1
948,1,54,1,0,0,0,0,0,0,0
949,1,27,1,0,0,0,10,0,10,1
950,1,22,0,0,0,0,0,1,0,0
951,0,21,1,0,0,0,0,1,0,1
952,1,23,1,0,0,0,2,0,2,1
953,1,30,1,0,0,0,1,1,1,0
954,1,36,1,0,0,0,5,1,5,1
955,0,24,1,0,0,0,2,0,2,1
956,1,29,1,0,0,1,10,0,10,1
957,1,54,1,0,0,0,4,1,4,1
958,1,22,0,0,0,0,2,1,2,1
959,1,38,0,0,0,0,2,0,2,0
960,1,26,1,0,0,0,0,1,0,1
961,0,20,1,0,0,0,0,0,0,0
962,1,56,1,0,0,0,0,1,0,0
963,1,52,1,0,0,0,6,1,6,1
964,1,29,1,0,0,0,0,0,0,0
965,0,23,1,0,0,0,6,1,6,0
966,1,35,1,0,0,0,1,1,1,0
967,1,32,0,0,0,0,8,0,8,1
968,1,21,1,0,0,0,1,1,1,1
969,1,25,1,0,0,0,0,0,0,0
970,1,32,1,0,1,0,5,1,5,1
